person_assigned,double-checked by,rowID,speciesID,common_name,species,doc_type,sara_status,doc_citation,url,web_pub_date,year_published,status_appraisal_rapid_review,final,amendment,taxonomic_group,EOO,IAO,locations,endemic_NA,endemic_canada,continuous_USA,cosewic_status,ranges,cosewic_examined_date,date_of_listing,gic_decision,criteria_used_listing_1,criteria_used_listing_2,criteria_used_listing_3,criteria_used_listing_4,criteria_used_listing_5,1_notes_on_model,1_type_of_model_used,1_report_section_model _referenced,1_uncertainty_reported,1_type_uncertainty_reported,1_degree_of_uncertainty,1_reference,1_reference_type,1_rationale_reference,1_model_species_specific ,1_criteria_model_used_to_inform,1_model_used_listing_decision,1_rationale_model_used_listing_decision,2_notes_on_model,2_type_of_model_used,2_report_section_model _referenced,2_uncertainty_reported,2_type_uncertainty_reported,2_degree_of_uncertainty,2_reference,2_reference_type,2_rationale_reference,2_model_species_specific ,2_criteria_model_used_to_inform,2_model_used_listing_decision,2_rationale_model_used_listing_decision,3_notes_on_model,3_type_of_model_used,3_report_section_model _referenced,3_uncertainty_reported,3_type_uncertainty_reported,3_degree_of_uncertainty,3_reference,3_reference_type,3_rationale_reference,3_model_species_specific ,3_criteria_model_used_to_inform,3_model_used_listing_decision,3_rationale_model_used_listing_decision,4_notes_on_model,4_type_of_model_used,4_report_section_model _referenced,4_uncertainty_reported,4_type_uncertainty_reported,4_degree_of_uncertainty,4_reference,4_reference_type,4_rationale_reference,4_model_species_specific ,4_criteria_model_used_to_inform,4_model_used_listing_decision,4_rationale_model_used_listing_decision,was_model_mentioned_anywhere_else,were_multiple_models_mentioned_elsewhere,report_sections_additional_model_referenced,flag_for_group_discussion,flag_resolution
Hossam,,591,132,island blue,Plebejus saepiolus insulanus,COSEWIC Status Reports,Endangered,COSEWIC. 2012. COSEWIC status appraisal summary on the Island Blue Plebejus saepiolus insulanus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=island%20blue,1/3/13,2012,1,1,0,Arthropods,NR,NR,NR,1,1,0,Endangered,BC,5/1/12,6/5/03,NA,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Caitlin,,1012,171,dune tachinid fly,Germaria angustata,COSEWIC Status Reports,Special Concern,COSEWIC. 2011. COSEWIC assessment and status report on the Dune Tachinid Fly Germaria angustatain Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 43 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=dune%20tachinid%20fly,9/9/11,2011,0,1,0,Arthropods,15600,48,11,0,0,0,Special Concern,YT,5/1/11,2/3/17,List,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA ,NA
Caitlin,,1000,185,greenish-white grasshopper,Hypochlora alba,COSEWIC Status Reports,Special Concern,COSEWIC. 2012. COSEWIC assessment and status report on the Pink Coreopsisin Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 24 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=greenish%20-%20white%20grasshopper,11/6/13,2012,0,1,0,Arthropods,44500,250,107,1,0,1,Special Concern,AB SK MB,11/1/12,2/2/18,List,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,THR,NA ,NA
Hossam,,910,193,pale yellow dune moth,Copablepharon grandis,COSEWIC Status Reports,Special Concern,COSEWIC. 2007. COSEWIC assessment and status report on the Pale Yellow Dune Moth Copablepharon grandis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 28 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=pale%20yellow%20dune%20moth,8/28/08,2007,0,1,0,Arthropods,184590,203,10,1,0,1,Special Concern,AB SK MB,11/1/07,2/23/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Caitlin,,894,199,weidemeyer's admiral,Limenitis weidemeyerii,COSEWIC Status Reports,Special Concern,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=weidemeyer%27s%20admiral,NA,2012,0,1,0,Arthropods,1081,164,7,1,0,1,Special Concern,AB,5/1/12,6/5/03,NA,NA,NA,NA,NA,NA,"Habitat suitability modeling for the Milk River area...based on the cover of woody species and slope, probably overestimates the amount of potential habitat for Weidemeyer's Admiral in Alberta due to coarseness of mapped vegetation polygons and the inclusion of shrubs that are not larval host species",distributional,DIS,N,NRP,NRP,"Taylor, B.N. 2004. Weidemeyer's Admiral (Limenitis weidemeyerii). pp. 131-135 in Downey, B.A., B.L. Downey, R.W. Quinlan, O. Castelli, V.J. Remesz and P.F. Jones (eds.). 2004. MULTISAR: The Milk River Basin habitat suitability models for selected wildlife management species. Alberta Sustainable Resource Management, Fish and Wildlife Division, Alberta Species at Risk Report No. 86, Edmonton, AB.",GL,Book published by Alberta govt.,N,NA,N,"Model predicts (potentially overpredicts) habitat suitability, but the species was not listed as EN or TH bc theres a lack of data on population declines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Lucas,,604,216,ottoe skipper,Hesperia ottoe,COSEWIC Status Reports,Endangered,COSEWIC. 2015. COSEWIC status appraisal summary on the Ottoe Skipper Hesperia ottoe in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xix pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=ottoe%20skipper,2/2/16,2015,1,1,0,Arthropods,4,4,1,1,0,0,Endangered,MB,5/1/15,8/15/06,NA,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hossam,Jayme,786,251,wallis' dark saltflat tiger beetle,Cicindela parowana wallisi,COSEWIC Status Reports,Endangered,COSEWIC. 2009. COSEWIC assessment and status report on the Wallis¬í Dark Saltflat Tiger Beetle Cicindela parowana wallisi in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 28 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=wallis%27%20dark%20saltflat%20tiger%20beetle,9/3/10,2009,0,1,0,Arthropods,4,4,1,1,0,1,Endangered,BC,11/1/09,6/20/12,List,B1ab(iii)+2ab(iii),C2a(ii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Caitlin,Hossam,863,391,hine's emerald,Somatochlora hineana,COSEWIC Status Reports,Endangered,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=hine%27s%20emerald,NA,2011,0,1,0,Arthropods,28,28,1,1,0,1,Endangered,ON,5/1/11,6/2/17,List,B1ab(iii) + 2ab(ii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Aaliyah,,953,430,pygmy snaketail,Ophiogomphus howei,COSEWIC Status Reports,Special Concern,COSEWIC. 2008. COSEWIC assessment and status report on the Pygmy Snaketail Ophiogomphus howei in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 34 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=pygmy%20snaketail,8/28/09,2008,0,1,0,Arthropods,175000,48,12,1,0,1,Special Concern,ON NB,11/1/08,2/4/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Hossam,Jayme,634,451,yucca moth,Tegeticula yuccasella,COSEWIC Status Reports,Endangered,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=yucca%20moth,NA,2013,0,1,0,Arthropods,32,12,2.5,1,0,1,Endangered,AB,5/1/13,1/12/05,NA,B1ab(iii),2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,THR,NA,NA
Lucas,,821,485,mormon metalmark prairie population,Apodemia mormo,COSEWIC Status Reports,Special Concern,COSEWIC. 2014. COSEWIC assessment and status report on the Mormon Metalmark Apodemia mormo in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiv + 61 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=mormon%20metalmark%20prairie%20population,1/6/15,2014,0,1,0,Arthropods,1891,376,10,1,0,1,Special Concern,SK,5/1/14,1/12/05,Downlist,NA,NA,NA,NA,NA,Jolley-Seber abundance model using MARK software,abundance,POP,Y,CI,flag,flag,flag,see flag at end,NA,NA,N,"model was relevant to criteria A and C as it estimates number of mature individuals, but rates of decline were unknown so the model ended up not being useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"three flags- one for degree of uncertainty (see note in that cell) also for reference- the data comes from Wick 2013, but I believe the model used was done for the report itself- the outputs they report are not found in the wick reference. Model was also relevant for criteria A and C but ended up not being used because declines unknowne",resolved-SC-ignore
Hossam,,,,cobblestone tiger beetle,Cicindela marginipennis,COSEWIC Status Reports,Endangered,COSEWIC. 2021. COSEWIC assessment and status report on the Cobblestone Tiger Beetle Cicindela marginipennis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiii + 50 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Cobblestone%20Tiger%20Beetle,1/24/22,2021,0,1,0,Arthropods,,,,,,,Special Concern,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,DIS,NA,NA
Lucas,Hossam,,,rusty-patched bumble bee,Bombus affinis,COSEWIC Status Reports,Endangered,COSEWIC. 2022. COSEWIC assessment and status report on the Rusty-patched Bumble Bee Bombus affinis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 56 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=bombus%20affinis,10/18/23,2022,0,1,0,Arthropods,,,,,,,Endangered,,,,,B2ab(iii),C2a(i),D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaliyah,,,,american burying beetle,Nicrophorus americanus,COSEWIC Status Reports,Extirpated,COSEWIC. 2022. COSEWIC Rapid Review of Classification on the American Burying Beetle Nicrophorus americanus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiii pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=American%20burying%20beetle,10/18/23,2022,1,1,0,Arthropods,,,,,,,Extirpated,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Lucas,,,,skillet clubtail,Gomphurus ventricosus,COSEWIC Status Reports,Endangered,COSEWIC. 2022. COSEWIC assessment and status report on the Skillet Clubtail Gomphurus ventricosus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 47 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=skillet%20clubtail,3/31/23,2022,0,1,0,Arthropods,,,,,,,Special Concern,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaliyah,Hossam,35,1018,black swift,Cypseloides niger,COSEWIC Status Reports,Endangered,COSEWIC. 2015. COSEWIC assessment and status report on the Black Swift Cypseloides niger in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 50 pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=black%20swift,12/7/15,2015,0,1,0,Birds,"718,238 km2",3372 km2,>10,0,0,1,Endangered,BC AB,5/1/15,5/22/19,List,A2b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,THR,NA,NA
Lucas/Hossam,Jayme,68,105,chestnut-collared longspur,Calcarius ornatus,COSEWIC Status Reports,Threatened,COSEWIC. 2019. COSEWIC assessment and status report on the Chestnut-collared Longspur Calcarius ornatus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 46 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=chestnut%20-%20collared%20longspur,10/26/20,2019,0,1,0,Birds,"365,621 km2","> 2,000 km2",> 10,1,0,1,Endangered,AB SK MB,11/1/19,6/20/12,NA,A2bc+4bc,NA,NA,NA,NA,"they do not specify the model- population trend analysis- ""The short-term trend (2007-2017) in Canada is similarly steep, at an average of -7.3% per year (95% CL -10.5% to -4.6%; n = 84 routes), and a cumulative total of -53% (95% CL -67% to -37%; Smith et al. 2019).",abundance,POP,Y,CI,MED,"Smith, A.C., M-A.R. Hudson, V. Aponte, and C.M. Francis. 2019. North American Breeding Bird Survey – Canadian Trends Website, Data-version 2017. Environment and Climate Change Canada, Gatineau, Québec",OTH,seems to be a webpage they are referencing,Y,A,Y,"""Meets Endangered, A2bc+4bc. Observed 53% decline in number of mature individuals over the past ten years, based on Canadian Breeding Bird Survey data. Projected ongoing decline of >50% over ten years spanning past and future, based on past trends and further declines anticipated from a high to very high overall threat impact, influenced primarily by substantial ongoing habitat loss""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"OTH,POP,THR",NA,NA
Hossam,,76,506,common nighthawk,Chordeiles minor,COSEWIC Status Reports,Threatened,COSEWIC. 2018. COSEWIC assessment and status report on the Common Nighthawk (Chordeiles minor) in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 50 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=common%20nighthawk,2/12/19,2018,0,1,0,Birds,"8,971,820 km2",">> 2,000 km2",>10,0,0,1,Special Concern,YT NT NU BC AB SK MB ON QC NB PE NS NL,4/1/18,2/23/10,NA,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,NA
Caitlin,,210,146,olive-sided flycatcher,Contopus cooperi,COSEWIC Status Reports,Threatened,COSEWIC. 2018. COSEWIC assessment and status report on the Olive-sided Flycatcher Contopus cooperi in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. ix + 52 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=olive%20-%20sided%20flycatcher,2/26/19,2018,0,1,0,Birds,5.18 million km2,"920,000 km2",>>10,0,0,1,Special Concern,YT NT NU BC AB SK MB ON QC NB PE NS NL,4/1/18,2/23/10,NA,NA,NA,NA,NA,NA,"Population density model 
 “Species distribution modeling is a common modern method for predicting suitable habitat and population densities, and has been used for the olive-sided flycatcher.”",distributional,POP,N,NRP,NRP,"Haché, S., P. Sólymos, E.M. Bayne, T. Fontaine, S.G. Cumming, F. Schmiegelow, and D. Stralberg. 2014. Analyses to support critical habitat identification for Canada Warbler, Olive-sided Flycatcher, and Common Nighthawk, Final Report. Boreal Avian Modelling Project, Edmonton, Alberta. 157 pp.",GL,NA,Y,"A, B",Y,"Model used in decision not to list, under criteria A and B ""...Canadian population estimate of 9.2 million"" which ""exceeds threshold"" population size and EOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"HAB, POP","(1) since there's no alpha numeric code here, just want to be sure I'm using the ""was model used in listing decision"" column correctly (2) The SDM is the only model explicitly mentioned, but there are 2 other pop estimates from ECCC and PIF. It just doesn't say how they got those estimates. Is it okay to leave that out?",resolved-SC-ignore
Lucas,Jayme,255,339,red-headed woodpecker,Melanerpes erythrocephalus,COSEWIC Status Reports,Threatened,COSEWIC. 2018. COSEWIC assessment and status report on the Red-headed Woodpecker Melanerpes erythrocephalus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 60 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=red%20-%20headed%20woodpecker,3/14/19,2018,0,1,0,Birds,1.5 million km2,">2,000 km2",>10,1,0,1,Endangered,SK MB ON QC,4/1/18,3/5/09,NA,C1,NA,NA,NA,NA,"Bayesian hierarchical model of Breeding Bird Survey data- rate of population change in1-year, 5-year and 10-year intervals. Relevant info for criteria/listing: ""Over the most recent three-generation period (2004-2016), the trend for Canada is -1.44% per year (95% CI: -6.19, 3.50). However, the wide confidence interval highlights the substantial variability from year to year, and the average annual rate of decline over the past three generations has remained close to the long-term estimate, which corresponds to a decline of 20% over three generations (12 years)""",abundance,POP,Y,CI,HIGH,NRP,NEW,"""Recently a Bayesian hierarchical modelling approach has been adopted for the analysis of BBS trends, providing a better representation of population change patterns over time than previous analytical methods (Sauer and Link 2011). The Red-headed Woodpecker BBS trends reported in this status report are based on the results of this approach."" and no references provided when talking about model outputs",Y,C,Y,"from applicability of Criteria: ""Meets criteria for Threatened, C1, as there are fewer than 10,000 individuals, and there is an estimated decline of 20% over the past three generations""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"HAB, OTH, THR","flag- species listed as EN but didnt meet any EN criteria- met C1 for threatened, also other flags",resolved-criteria discrepancy
Aaliyah,,257,1022,red-necked phalarope,Phalaropus lobatus,COSEWIC Status Reports,Special Concern,COSEWIC. 2014. COSEWIC assessment and status report on the Red-necked Phalarope Phalaropus lobatus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 52 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=red%20-%20necked%20phalarope,12/9/15,2014,0,1,0,Birds,8 695 459 km2,> 2 000 km2,>10,0,0,1,Special Concern,YT NT NU BC AB SK MB ON QC NB PE NS NL Pacific_Ocean Arctic_Ocean Atlantic_Ocean,11/1/14,5/22/19,List,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,HAB,NA,NA
Hossam,Jayme,366,253,williamson's sapsucker,Sphyrapicus thyroideus,COSEWIC Status Reports,Endangered,COSEWIC. 2017. COSEWIC assessment and status report on the Williamson¬ís Sapsucker Sphyrapicus thyroideus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 53 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=williamson%27s%20sapsucker,10/15/18,2017,0,1,0,Birds,"69,187 km2",1672 km2,>100,1,0,1,Endangered,BC,11/1/17,8/15/06,NA,C2a(ii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"HAB, THR, OTH",NA,NA
Caitlin/Aaliyah,Jayme,868,33,barn swallow,Hirundo rustica,COSEWIC Status Reports,Threatened,COSEWIC. 2011. COSEWIC assessment and status report on the Barn Swallow Hirundo rustica in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. ix + 37 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=barn%20swallow,9/9/11,2011,0,1,0,Birds,7300000,NR,NR,0,0,1,Threatened,YT NT BC AB SK MB ON QC NB PE NS NL,5/1/11,11/2/17,List,A2b,NA,NA,NA,NA,population model from North American Breeding Bird Survey showing 30% decline during recent 10year period,abundance,POP,Y,CI,MED,"Environment Canada, 2010. North American Breeding Bird Survey - Canadian Results and Analysis Website version 3.00. Environment Canada, Gatineau, Quebec, K1A 0H3.",GL,Government report,Y,A,Y,"Meets A, bc population decline is at threshold level of 30% for most recent time period [from table",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,POP,NA,NA
Caitlin/Lucas,Jayme,597,75,short-tailed albatross,Phoebastria albatrus,COSEWIC Status Reports,Threatened,COSEWIC. 2013. COSEWIC assessment and status report on the Short-tailed Albatross Phoebastria albatrus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 55 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=short%20-%20tailed%20albatross,10/15/14,2013,0,1,0,Birds,423260,423260,4,0,0,1,Threatened,BC Pacific_Ocean,11/1/13,7/14/05,NA,D2,NA,NA,NA,NA,PVA/demographic analyses looking at survival rates and contributors to decline,demographic,"POP, THR, BIO",N,NRP,NRP,"Finkelstein, M., S. Wolf, M. Goldman, P. Sievert, G. Balogh, H. Hasegawa, and D.F. Doak. 2010. The anatomy of a disaster: Volcanoes, behavior and life history of the short-tailed albatross (Phoebastria albatrus). Biological Conservation:143:321– 331.",PR,NA,Y,E,N,"Listing decision (D) made because of restricted IAO, which is not based on a model",Determinisitc population model measuring number of mature adults and,abundance,POP,N,NRP,NRP,"USFWS. 2012. Biological Opinion regarding the Effects of the Continued Operation of the Pacific Coast Groundfish Fishery as Governed by the Pacific Coast Groundfish Fishery Management Plan and Implementing regulations at 50 CFR Part 660 by the National Marine Fisheries Service on California Least Tern, Southern Sea Otter, Bull Trout, Marbled Murrelet, and Short-tailed Albatross (FWS reference number 01EOFW00-2012-F-0086). U.S. Fish and Wildlife Service, Oregon Fish and Wildlife Office, Portland, OR. URL: http://www.alaskafisheries.noaa.gov/protectedresources/seabirds/esa/pcgf_biop11 12.pdf [Accessed April 2013]",GL,NA,Y,C,N,"Model estimated number of mature individuals, not realted to IAO which was what was used for D/listing decision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"HAB, POP, THR",NA,NA
